Mum Indians,Daredevils,Mum Indians,44 runs,Mumbai,"Apr 9, 2013",T20
Kings XI,Super Kings,Super Kings,10 wickets,Mohali,"Apr 10, 2013",T20
RCB,KKR,RCB,8 wickets,Bengaluru,"Apr 11, 2013",T20
Warriors,Royals,Warriors,7 wickets,Pune,"Apr 11, 2013",T20
Daredevils,Sunrisers,Sunrisers,3 wickets,Delhi,"Apr 12, 2013",T20
Mum Indians,Warriors,Mum Indians,41 runs,Mumbai,"Apr 13, 2013",T20
Super Kings,RCB,Super Kings,4 wickets,Chennai,"Apr 13, 2013",T20
KKR,Sunrisers,KKR,48 runs,Kolkata,"Apr 14, 2013",T20
Royals,Kings XI,Royals,6 wickets,Jaipur,"Apr 14, 2013",T20
Super Kings,Warriors,Warriors,24 runs,Chennai,"Apr 15, 2013",T20
Kings XI,KKR,Kings XI,4 runs,Mohali,"Apr 16, 2013",T20
RCB,Daredevils,tied,,Bengaluru,"Apr 16, 2013",T20
Warriors,Sunrisers,Sunrisers,11 runs,Pune,"Apr 17, 2013",T20
Royals,Mum Indians,Royals,87 runs,Jaipur,"Apr 17, 2013",T20
Daredevils,Super Kings,Super Kings,86 runs,Delhi,"Apr 18, 2013",T20
Sunrisers,Kings XI,Sunrisers,5 wickets,Hyderabad (Deccan),"Apr 19, 2013",T20
KKR,Super Kings,Super Kings,4 wickets,Kolkata,"Apr 20, 2013",T20
RCB,Royals,RCB,7 wickets,Bengaluru,"Apr 20, 2013",T20
Daredevils,Mum Indians,Daredevils,9 wickets,Delhi,"Apr 21, 2013",T20
Kings XI,Warriors,Kings XI,7 wickets,Mohali,"Apr 21, 2013",T20
Super Kings,Royals,Super Kings,5 wickets,Chennai,"Apr 22, 2013",T20
RCB,Warriors,RCB,130 runs,Bengaluru,"Apr 23, 2013",T20
Daredevils,Kings XI,Kings XI,5 wickets,Delhi,"Apr 23, 2013",T20
KKR,Mum Indians,Mum Indians,5 wickets,Kolkata,"Apr 24, 2013",T20
Super Kings,Sunrisers,Super Kings,5 wickets,Chennai,"Apr 25, 2013",T20
KKR,Kings XI,KKR,6 wickets,Kolkata,"Apr 26, 2013",T20
Royals,Sunrisers,Royals,8 wickets,Jaipur,"Apr 27, 2013",T20
Mum Indians,RCB,Mum Indians,58 runs,Mumbai,"Apr 27, 2013",T20
Super Kings,KKR,Super Kings,14 runs,Chennai,"Apr 28, 2013",T20
Daredevils,Warriors,Daredevils,15 runs,Raipur,"Apr 28, 2013",T20
Royals,RCB,Royals,4 wickets,Jaipur,"Apr 29, 2013",T20
Mum Indians,Kings XI,Mum Indians,4 runs,Mumbai,"Apr 29, 2013",T20
Warriors,Super Kings,Super Kings,37 runs,Pune,"Apr 30, 2013",T20
Sunrisers,Mum Indians,Sunrisers,7 wickets,Hyderabad (Deccan),"May 1, 2013",T20
Daredevils,KKR,Daredevils,7 wickets,Raipur,"May 1, 2013",T20
Super Kings,Kings XI,Super Kings,15 runs,Chennai,"May 2, 2013",T20
Warriors,RCB,RCB,17 runs,Pune,"May 2, 2013",T20
KKR,Royals,KKR,8 wickets,Kolkata,"May 3, 2013",T20
Sunrisers,Daredevils,Sunrisers,6 wickets,Hyderabad (Deccan),"May 4, 2013",T20
Mum Indians,Super Kings,Mum Indians,60 runs,Mumbai,"May 5, 2013",T20
Royals,Warriors,Royals,5 wickets,Jaipur,"May 5, 2013",T20
Kings XI,RCB,Kings XI,6 wickets,Mohali,"May 6, 2013",T20
Royals,Daredevils,Royals,9 wickets,Jaipur,"May 7, 2013",T20
Mum Indians,KKR,Mum Indians,65 runs,Mumbai,"May 7, 2013",T20
Sunrisers,Super Kings,Super Kings,77 runs,Hyderabad (Deccan),"May 8, 2013",T20
Kings XI,Royals,Royals,8 wickets,Mohali,"May 9, 2013",T20
Warriors,KKR,KKR,46 runs,Pune,"May 9, 2013",T20
Daredevils,RCB,RCB,4 runs,Delhi,"May 10, 2013",T20
Warriors,Mum Indians,Mum Indians,5 wickets,Pune,"May 11, 2013",T20
Kings XI,Sunrisers,Sunrisers,30 runs,Mohali,"May 11, 2013",T20
KKR,RCB,KKR,5 wickets,Ranchi,"May 12, 2013",T20
Royals,Super Kings,Royals,5 wickets,Jaipur,"May 12, 2013",T20
Mum Indians,Sunrisers,Mum Indians,7 wickets,Mumbai,"May 13, 2013",T20
RCB,Kings XI,Kings XI,7 wickets,Bengaluru,"May 14, 2013",T20
Super Kings,Daredevils,Super Kings,33 runs,Chennai,"May 14, 2013",T20
KKR,Warriors,Warriors,7 runs,Ranchi,"May 15, 2013",T20
Mum Indians,Royals,Mum Indians,14 runs,Mumbai,"May 15, 2013",T20
Kings XI,Daredevils,Kings XI,7 runs,Dharamsala,"May 16, 2013",T20
Sunrisers,Royals,Sunrisers,23 runs,Hyderabad (Deccan),"May 17, 2013",T20
Kings XI,Mum Indians,Kings XI,50 runs,Dharamsala,"May 18, 2013",T20
RCB,Super Kings,RCB,24 runs,Bengaluru,"May 18, 2013",T20
Warriors,Daredevils,Warriors,38 runs,Pune,"May 19, 2013",T20
Sunrisers,KKR,Sunrisers,5 wickets,Hyderabad (Deccan),"May 19, 2013",T20
Super Kings,Mum Indians,Super Kings,48 runs,Delhi,"May 21, 2013",T20
Royals,Sunrisers,Royals,4 wickets,Delhi,"May 22, 2013",T20
Mum Indians,Royals,Mum Indians,4 wickets,Kolkata,"May 24, 2013",T20
Super Kings,Mum Indians,Mum Indians,23 runs,Kolkata,"May 26, 2013",T20
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Mum Indians,KKR,KKR,41 runs,Abu Dhabi,"Apr 16, 2014",T20
Daredevils,RCB,RCB,8 wickets,Sharjah,"Apr 17, 2014",T20
Super Kings,Kings XI,Kings XI,6 wickets,Abu Dhabi,"Apr 18, 2014",T20
Sunrisers,Royals,Royals,4 wickets,Abu Dhabi,"Apr 18, 2014",T20
RCB,Mum Indians,RCB,7 wickets,Dubai (DSC),"Apr 19, 2014",T20
KKR,Daredevils,Daredevils,4 wickets,Dubai (DSC),"Apr 19, 2014",T20
Royals,Kings XI,Kings XI,7 wickets,Sharjah,"Apr 20, 2014",T20
Super Kings,Daredevils,Super Kings,93 runs,Abu Dhabi,"Apr 21, 2014",T20
Kings XI,Sunrisers,Kings XI,72 runs,Sharjah,"Apr 22, 2014",T20
Royals,Super Kings,Super Kings,7 runs,Dubai (DSC),"Apr 23, 2014",T20
RCB,KKR,KKR,2 runs,Sharjah,"Apr 24, 2014",T20
Sunrisers,Daredevils,Sunrisers,4 runs,Dubai (DSC),"Apr 25, 2014",T20
Super Kings,Mum Indians,Super Kings,7 wickets,Dubai (DSC),"Apr 25, 2014",T20
Royals,RCB,Royals,6 wickets,Abu Dhabi,"Apr 26, 2014",T20
KKR,Kings XI,Kings XI,23 runs,Abu Dhabi,"Apr 26, 2014",T20
Daredevils,Mum Indians,Daredevils,6 wickets,Sharjah,"Apr 27, 2014",T20
Sunrisers,Super Kings,Super Kings,5 wickets,Sharjah,"Apr 27, 2014",T20
Kings XI,RCB,Kings XI,5 wickets,Dubai (DSC),"Apr 28, 2014",T20
KKR,Royals,tied,,Abu Dhabi,"Apr 29, 2014",T20
Mum Indians,Sunrisers,Sunrisers,15 runs,Dubai (DSC),"Apr 30, 2014",T20
Super Kings,KKR,Super Kings,34 runs,Ranchi,"May 2, 2014",T20
Mum Indians,Kings XI,Mum Indians,5 wickets,Mumbai,"May 3, 2014",T20
Daredevils,Royals,Royals,7 wickets,Delhi,"May 3, 2014",T20
RCB,Sunrisers,RCB,4 wickets,Bengaluru,"May 4, 2014",T20
Royals,KKR,Royals,10 runs,Ahmedabad,"May 5, 2014",T20
Daredevils,Super Kings,Super Kings,8 wickets,Delhi,"May 5, 2014",T20
Mum Indians,RCB,Mum Indians,19 runs,Mumbai,"May 6, 2014",T20
Daredevils,KKR,KKR,8 wickets,Delhi,"May 7, 2014",T20
Kings XI,Super Kings,Kings XI,44 runs,Cuttack,"May 7, 2014",T20
Royals,Sunrisers,Sunrisers,32 runs,Ahmedabad,"May 8, 2014",T20
RCB,Kings XI,Kings XI,32 runs,Bengaluru,"May 9, 2014",T20
Daredevils,Sunrisers,Sunrisers,8 wickets,Delhi,"May 10, 2014",T20
Mum Indians,Super Kings,Super Kings,4 wickets,Mumbai,"May 10, 2014",T20
Kings XI,KKR,KKR,9 wickets,Cuttack,"May 11, 2014",T20
RCB,Royals,Royals,5 wickets,Bengaluru,"May 11, 2014",T20
Sunrisers,Mum Indians,Mum Indians,7 wickets,Hyderabad (Deccan),"May 12, 2014",T20
Super Kings,Royals,Super Kings,5 wickets,Ranchi,"May 13, 2014",T20
RCB,Daredevils,RCB,16 runs,Bengaluru,"May 13, 2014",T20
Sunrisers,Kings XI,Kings XI,6 wickets,Hyderabad (Deccan),"May 14, 2014",T20
KKR,Mum Indians,KKR,6 wickets,Cuttack,"May 14, 2014",T20
Royals,Daredevils,Royals,62 runs,Ahmedabad,"May 15, 2014",T20
Super Kings,RCB,RCB,5 wickets,Ranchi,"May 18, 2014",T20
Sunrisers,KKR,KKR,7 wickets,Hyderabad (Deccan),"May 18, 2014",T20
Royals,Mum Indians,Mum Indians,25 runs,Ahmedabad,"May 19, 2014",T20
Daredevils,Kings XI,Kings XI,4 wickets,Delhi,"May 19, 2014",T20
Sunrisers,RCB,Sunrisers,7 wickets,Hyderabad (Deccan),"May 20, 2014",T20
KKR,Super Kings,KKR,8 wickets,Kolkata,"May 20, 2014",T20
Kings XI,Mum Indians,Mum Indians,7 wickets,Mohali,"May 21, 2014",T20
KKR,RCB,KKR,30 runs,Kolkata,"May 22, 2014",T20
Super Kings,Sunrisers,Sunrisers,6 wickets,Ranchi,"May 22, 2014",T20
Mum Indians,Daredevils,Mum Indians,15 runs,Mumbai,"May 23, 2014",T20
Kings XI,Royals,Kings XI,16 runs,Mohali,"May 23, 2014",T20
RCB,Super Kings,Super Kings,8 wickets,Bengaluru,"May 24, 2014",T20
KKR,Sunrisers,KKR,4 wickets,Kolkata,"May 24, 2014",T20
Kings XI,Daredevils,Kings XI,7 wickets,Mohali,"May 25, 2014",T20
Mum Indians,Royals,Mum Indians,5 wickets,Mumbai,"May 25, 2014",T20
KKR,Kings XI,KKR,28 runs,Kolkata,"May 27-28, 2014",T20
Mum Indians,Super Kings,Super Kings,7 wickets,Mumbai (BS),"May 28, 2014",T20
Super Kings,Kings XI,Kings XI,24 runs,Mumbai,"May 30, 2014",T20
Kings XI,KKR,KKR,3 wickets,Bengaluru,"Jun 1, 2014",T20
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
KKR,Mum Indians,KKR,7 wickets,Kolkata,"Apr 8, 2015",T20
Super Kings,Daredevils,Super Kings,1 run,Chennai,"Apr 9, 2015",T20
Kings XI,Royals,Royals,26 runs,Pune,"Apr 10, 2015",T20
Super Kings,Sunrisers,Super Kings,45 runs,Chennai,"Apr 11, 2015",T20
KKR,RCB,RCB,3 wickets,Kolkata,"Apr 11, 2015",T20
Daredevils,Royals,Royals,3 wickets,Delhi,"Apr 12, 2015",T20
Mum Indians,Kings XI,Kings XI,18 runs,Mumbai,"Apr 12, 2015",T20
RCB,Sunrisers,Sunrisers,8 wickets,Bengaluru,"Apr 13, 2015",T20
Royals,Mum Indians,Royals,7 wickets,Ahmedabad,"Apr 14, 2015",T20
Kings XI,Daredevils,Daredevils,5 wickets,Pune,"Apr 15, 2015",T20
Sunrisers,Royals,Royals,6 wickets,Visakhapatnam,"Apr 16, 2015",T20
Mum Indians,Super Kings,Super Kings,6 wickets,Mumbai,"Apr 17, 2015",T20
Sunrisers,Daredevils,Daredevils,4 runs,Visakhapatnam,"Apr 18, 2015",T20
Kings XI,KKR,KKR,4 wickets,Pune,"Apr 18, 2015",T20
Royals,Super Kings,Royals,8 wickets,Ahmedabad,"Apr 19, 2015",T20
RCB,Mum Indians,Mum Indians,18 runs,Bengaluru,"Apr 19, 2015",T20
Daredevils,KKR,KKR,6 wickets,Delhi,"Apr 20, 2015",T20
Royals,Kings XI,tied,,Ahmedabad,"Apr 21, 2015",T20
Sunrisers,KKR,Sunrisers,16 runs,Visakhapatnam,"Apr 22, 2015",T20
RCB,Super Kings,Super Kings,27 runs,Bengaluru,"Apr 22, 2015",T20
Daredevils,Mum Indians,Daredevils,37 runs,Delhi,"Apr 23, 2015",T20
Royals,RCB,RCB,9 wickets,Ahmedabad,"Apr 24, 2015",T20
Mum Indians,Sunrisers,Mum Indians,20 runs,Mumbai,"Apr 25, 2015",T20
Super Kings,Kings XI,Super Kings,97 runs,Chennai,"Apr 25, 2015",T20
KKR,Royals,abandoned,,Kolkata,"Apr 26, 2015",T20
Daredevils,RCB,RCB,10 wickets,Delhi,"Apr 26, 2015",T20
Kings XI,Sunrisers,Sunrisers,20 runs,Mohali,"Apr 27, 2015",T20
Super Kings,KKR,Super Kings,2 runs,Chennai,"Apr 28, 2015",T20
RCB,Royals,no result,,Bengaluru,"Apr 29, 2015",T20
KKR,Super Kings,KKR,7 wickets,Kolkata,"Apr 30, 2015",T20
Daredevils,Kings XI,Daredevils,9 wickets,Delhi,"May 1, 2015",T20
Mum Indians,Royals,Mum Indians,8 runs,Mumbai,"May 1, 2015",T20
RCB,KKR,RCB,7 wickets,Bengaluru,"May 2, 2015",T20
Sunrisers,Super Kings,Sunrisers,22 runs,Hyderabad (Deccan),"May 2, 2015",T20
Kings XI,Mum Indians,Mum Indians,23 runs,Mohali,"May 3, 2015",T20
Royals,Daredevils,Royals,14 runs,Mumbai (BS),"May 3, 2015",T20
Super Kings,RCB,Super Kings,24 runs,Chennai,"May 4, 2015",T20
KKR,Sunrisers,KKR,35 runs,Kolkata,"May 4, 2015",T20
Mum Indians,Daredevils,Mum Indians,5 wickets,Mumbai,"May 5, 2015",T20
RCB,Kings XI,RCB,138 runs,Bengaluru,"May 6, 2015",T20
Royals,Sunrisers,Sunrisers,7 runs,Mumbai (BS),"May 7, 2015",T20
KKR,Daredevils,KKR,13 runs,Kolkata,"May 7, 2015",T20
Super Kings,Mum Indians,Mum Indians,6 wickets,Chennai,"May 8, 2015",T20
KKR,Kings XI,KKR,1 wicket,Kolkata,"May 9, 2015",T20
Daredevils,Sunrisers,Sunrisers,6 runs,Raipur,"May 9, 2015",T20
Mum Indians,RCB,RCB,39 runs,Mumbai,"May 10, 2015",T20
Super Kings,Royals,Super Kings,12 runs,Chennai,"May 10, 2015",T20
Sunrisers,Kings XI,Sunrisers,5 runs,Hyderabad (Deccan),"May 11, 2015",T20
Daredevils,Super Kings,Daredevils,6 wickets,Raipur,"May 12, 2015",T20
Kings XI,RCB,Kings XI,22 runs,Mohali,"May 13, 2015",T20
Mum Indians,KKR,Mum Indians,5 runs,Mumbai,"May 14, 2015",T20
Sunrisers,RCB,RCB,6 wickets,Hyderabad (Deccan),"May 15, 2015",T20
Kings XI,Super Kings,Super Kings,7 wickets,Mohali,"May 16, 2015",T20
Royals,KKR,Royals,9 runs,Mumbai (BS),"May 16, 2015",T20
RCB,Daredevils,no result,,Bengaluru,"May 17, 2015",T20
Sunrisers,Mum Indians,Mum Indians,9 wickets,Hyderabad (Deccan),"May 17, 2015",T20
Super Kings,Mum Indians,Mum Indians,25 runs,Mumbai,"May 19, 2015",T20
Royals,RCB,RCB,71 runs,Pune,"May 20, 2015",T20
Super Kings,RCB,Super Kings,3 wickets,Ranchi,"May 22, 2015",T20
Super Kings,Mum Indians,Mum Indians,41 runs,Kolkata,"May 24, 2015",T20
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Mum Indians,Supergiants,Supergiants,9 wickets,Mumbai,"Apr 9, 2016",T20
KKR,Daredevils,KKR,9 wickets,Kolkata,"Apr 10, 2016",T20
Kings XI,Guj Lions,Guj Lions,5 wickets,Mohali,"Apr 11, 2016",T20
RCB,Sunrisers,RCB,45 runs,Bengaluru,"Apr 12, 2016",T20
KKR,Mum Indians,Mum Indians,6 wickets,Kolkata,"Apr 13, 2016",T20
Guj Lions,Supergiants,Guj Lions,7 wickets,Rajkot,"Apr 14, 2016",T20
Daredevils,Kings XI,Daredevils,8 wickets,Delhi,"Apr 15, 2016",T20
Sunrisers,KKR,KKR,8 wickets,Hyderabad (Deccan),"Apr 16, 2016",T20
Mum Indians,Guj Lions,Guj Lions,3 wickets,Mumbai,"Apr 16, 2016",T20
Kings XI,Supergiants,Kings XI,6 wickets,Mohali,"Apr 17, 2016",T20
RCB,Daredevils,Daredevils,7 wickets,Bengaluru,"Apr 17, 2016",T20
Sunrisers,Mum Indians,Sunrisers,7 wickets,Hyderabad (Deccan),"Apr 18, 2016",T20
Kings XI,KKR,KKR,6 wickets,Mohali,"Apr 19, 2016",T20
Mum Indians,RCB,Mum Indians,6 wickets,Mumbai,"Apr 20, 2016",T20
Guj Lions,Sunrisers,Sunrisers,10 wickets,Rajkot,"Apr 21, 2016",T20
Supergiants,RCB,RCB,13 runs,Pune,"Apr 22, 2016",T20
Daredevils,Mum Indians,Daredevils,10 runs,Delhi,"Apr 23, 2016",T20
Sunrisers,Kings XI,Sunrisers,5 wickets,Hyderabad (Deccan),"Apr 23, 2016",T20
Guj Lions,RCB,Guj Lions,6 wickets,Rajkot,"Apr 24, 2016",T20
Supergiants,KKR,KKR,2 wickets,Pune,"Apr 24, 2016",T20
Kings XI,Mum Indians,Mum Indians,25 runs,Mohali,"Apr 25, 2016",T20
Sunrisers,Supergiants,Supergiants,34 runs,Hyderabad (Deccan),"Apr 26, 2016",T20
Daredevils,Guj Lions,Guj Lions,1 run,Delhi,"Apr 27, 2016",T20
Mum Indians,KKR,Mum Indians,6 wickets,Mumbai,"Apr 28, 2016",T20
Supergiants,Guj Lions,Guj Lions,3 wickets,Pune,"Apr 29, 2016",T20
Daredevils,KKR,Daredevils,27 runs,Delhi,"Apr 30, 2016",T20
Sunrisers,RCB,Sunrisers,15 runs,Hyderabad (Deccan),"Apr 30, 2016",T20
Guj Lions,Kings XI,Kings XI,23 runs,Rajkot,"May 1, 2016",T20
Supergiants,Mum Indians,Mum Indians,8 wickets,Pune,"May 1, 2016",T20
RCB,KKR,KKR,5 wickets,Bengaluru,"May 2, 2016",T20
Guj Lions,Daredevils,Daredevils,8 wickets,Rajkot,"May 3, 2016",T20
KKR,Kings XI,KKR,7 runs,Kolkata,"May 4, 2016",T20
Daredevils,Supergiants,Supergiants,7 wickets,Delhi,"May 5, 2016",T20
Sunrisers,Guj Lions,Sunrisers,5 wickets,Hyderabad (Deccan),"May 6, 2016",T20
RCB,Supergiants,RCB,7 wickets,Bengaluru,"May 7, 2016",T20
Kings XI,Daredevils,Kings XI,9 runs,Mohali,"May 7, 2016",T20
Mum Indians,Sunrisers,Sunrisers,85 runs,Visakhapatnam,"May 8, 2016",T20
KKR,Guj Lions,Guj Lions,5 wickets,Kolkata,"May 8, 2016",T20
Kings XI,RCB,RCB,1 run,Mohali,"May 9, 2016",T20
Supergiants,Sunrisers,Sunrisers,4 runs,Visakhapatnam,"May 10, 2016",T20
RCB,Mum Indians,Mum Indians,6 wickets,Bengaluru,"May 11, 2016",T20
Sunrisers,Daredevils,Daredevils,7 wickets,Hyderabad (Deccan),"May 12, 2016",T20
Mum Indians,Kings XI,Kings XI,7 wickets,Visakhapatnam,"May 13, 2016",T20
RCB,Guj Lions,RCB,144 runs,Bengaluru,"May 14, 2016",T20
KKR,Supergiants,KKR,8 wickets,Kolkata,"May 14, 2016",T20
Kings XI,Sunrisers,Sunrisers,7 wickets,Mohali,"May 15, 2016",T20
Mum Indians,Daredevils,Mum Indians,80 runs,Visakhapatnam,"May 15, 2016",T20
KKR,RCB,RCB,9 wickets,Kolkata,"May 16, 2016",T20
Supergiants,Daredevils,Supergiants,19 runs,Visakhapatnam,"May 17, 2016",T20
RCB,Kings XI,RCB,82 runs,Bengaluru,"May 18, 2016",T20
Guj Lions,KKR,Guj Lions,6 wickets,Kanpur,"May 19, 2016",T20
Daredevils,Sunrisers,Daredevils,6 wickets,Raipur,"May 20, 2016",T20
Supergiants,Kings XI,Supergiants,4 wickets,Visakhapatnam,"May 21, 2016",T20
Guj Lions,Mum Indians,Guj Lions,6 wickets,Kanpur,"May 21, 2016",T20
KKR,Sunrisers,KKR,22 runs,Kolkata,"May 22, 2016",T20
Daredevils,RCB,RCB,6 wickets,Raipur,"May 22, 2016",T20
RCB,Guj Lions,RCB,4 wickets,Bengaluru,"May 24, 2016",T20
KKR,Sunrisers,Sunrisers,22 runs,Delhi,"May 25, 2016",T20
Guj Lions,Sunrisers,Sunrisers,4 wickets,Delhi,"May 27, 2016",T20
RCB,Sunrisers,Sunrisers,8 runs,Bengaluru,"May 29, 2016",T20
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Sunrisers,RCB,Sunrisers,35 runs,Hyderabad (Deccan),"Apr 5, 2017",T20
Supergiant,Mum Indians,Supergiant,7 wickets,Pune,"Apr 6, 2017",T20
Guj Lions,KKR,KKR,10 wickets,Rajkot,"Apr 7, 2017",T20
Kings XI,Supergiant,Kings XI,6 wickets,Indore,"Apr 8, 2017",T20
RCB,Daredevils,RCB,15 runs,Bengaluru,"Apr 8, 2017",T20
Sunrisers,Guj Lions,Sunrisers,9 wickets,Hyderabad (Deccan),"Apr 9, 2017",T20
Mum Indians,KKR,Mum Indians,4 wickets,Mumbai,"Apr 9, 2017",T20
Kings XI,RCB,Kings XI,8 wickets,Indore,"Apr 10, 2017",T20
Supergiant,Daredevils,Daredevils,97 runs,Pune,"Apr 11, 2017",T20
Mum Indians,Sunrisers,Mum Indians,4 wickets,Mumbai,"Apr 12, 2017",T20
KKR,Kings XI,KKR,8 wickets,Kolkata,"Apr 13, 2017",T20
RCB,Mum Indians,Mum Indians,4 wickets,Bengaluru,"Apr 14, 2017",T20
Guj Lions,Supergiant,Guj Lions,7 wickets,Rajkot,"Apr 14, 2017",T20
KKR,Sunrisers,KKR,17 runs,Kolkata,"Apr 15, 2017",T20
Daredevils,Kings XI,Daredevils,51 runs,Delhi,"Apr 15, 2017",T20
Mum Indians,Guj Lions,Mum Indians,6 wickets,Mumbai,"Apr 16, 2017",T20
RCB,Supergiant,Supergiant,27 runs,Bengaluru,"Apr 16, 2017",T20
Daredevils,KKR,KKR,4 wickets,Delhi,"Apr 17, 2017",T20
Sunrisers,Kings XI,Sunrisers,5 runs,Hyderabad (Deccan),"Apr 17, 2017",T20
Guj Lions,RCB,RCB,21 runs,Rajkot,"Apr 18, 2017",T20
Sunrisers,Daredevils,Sunrisers,15 runs,Hyderabad (Deccan),"Apr 19, 2017",T20
Kings XI,Mum Indians,Mum Indians,8 wickets,Indore,"Apr 20, 2017",T20
KKR,Guj Lions,Guj Lions,4 wickets,Kolkata,"Apr 21, 2017",T20
Supergiant,Sunrisers,Supergiant,6 wickets,Pune,"Apr 22, 2017",T20
Mum Indians,Daredevils,Mum Indians,14 runs,Mumbai,"Apr 22, 2017",T20
Guj Lions,Kings XI,Kings XI,26 runs,Rajkot,"Apr 23, 2017",T20
KKR,RCB,KKR,82 runs,Kolkata,"Apr 23, 2017",T20
Mum Indians,Supergiant,Supergiant,3 runs,Mumbai,"Apr 24, 2017",T20
RCB,Sunrisers,abandoned,,Bengaluru,"Apr 25, 2017",T20
Supergiant,KKR,KKR,7 wickets,Pune,"Apr 26, 2017",T20
RCB,Guj Lions,Guj Lions,7 wickets,Bengaluru,"Apr 27, 2017",T20
KKR,Daredevils,KKR,7 wickets,Kolkata,"Apr 28, 2017",T20
Kings XI,Sunrisers,Sunrisers,26 runs,Mohali,"Apr 28, 2017",T20
Supergiant,RCB,Supergiant,61 runs,Pune,"Apr 29, 2017",T20
Guj Lions,Mum Indians,tied,,Rajkot,"Apr 29, 2017",T20
Kings XI,Daredevils,Kings XI,10 wickets,Mohali,"Apr 30, 2017",T20
Sunrisers,KKR,Sunrisers,48 runs,Hyderabad (Deccan),"Apr 30, 2017",T20
Mum Indians,RCB,Mum Indians,5 wickets,Mumbai,"May 1, 2017",T20
Supergiant,Guj Lions,Supergiant,5 wickets,Pune,"May 1, 2017",T20
Daredevils,Sunrisers,Daredevils,6 wickets,Delhi,"May 2, 2017",T20
KKR,Supergiant,Supergiant,4 wickets,Kolkata,"May 3, 2017",T20
Daredevils,Guj Lions,Daredevils,7 wickets,Delhi,"May 4, 2017",T20
RCB,Kings XI,Kings XI,19 runs,Bengaluru,"May 5, 2017",T20
Sunrisers,Supergiant,Supergiant,12 runs,Hyderabad (Deccan),"May 6, 2017",T20
Daredevils,Mum Indians,Mum Indians,146 runs,Delhi,"May 6, 2017",T20
RCB,KKR,KKR,6 wickets,Bengaluru,"May 7, 2017",T20
Kings XI,Guj Lions,Guj Lions,6 wickets,Mohali,"May 7, 2017",T20
Sunrisers,Mum Indians,Sunrisers,7 wickets,Hyderabad (Deccan),"May 8, 2017",T20
Kings XI,KKR,Kings XI,14 runs,Mohali,"May 9, 2017",T20
Guj Lions,Daredevils,Daredevils,2 wickets,Kanpur,"May 10, 2017",T20
Mum Indians,Kings XI,Kings XI,7 runs,Mumbai,"May 11, 2017",T20
Daredevils,Supergiant,Daredevils,7 runs,Delhi,"May 12, 2017",T20
Guj Lions,Sunrisers,Sunrisers,8 wickets,Kanpur,"May 13, 2017",T20
KKR,Mum Indians,Mum Indians,9 runs,Kolkata,"May 13, 2017",T20
Supergiant,Kings XI,Supergiant,9 wickets,Pune,"May 14, 2017",T20
Daredevils,RCB,RCB,10 runs,Delhi,"May 14, 2017",T20
Mum Indians,Supergiant,Supergiant,20 runs,Mumbai,"May 16, 2017",T20
KKR,Sunrisers,KKR,7 wickets,Bengaluru,"May 17, 2017",T20
KKR,Mum Indians,Mum Indians,6 wickets,Bengaluru,"May 19, 2017",T20
Mum Indians,Supergiant,Mum Indians,1 run,Hyderabad (Deccan),"May 21, 2017",T20
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Mum Indians,Super Kings,Super Kings,1 wicket,Mumbai,"Apr 7, 2018",T20
Kings XI,Daredevils,Kings XI,6 wickets,Mohali,"Apr 8, 2018",T20
KKR,RCB,KKR,4 wickets,Kolkata,"Apr 8, 2018",T20
Sunrisers,Royals,Sunrisers,9 wickets,Hyderabad (Deccan),"Apr 9, 2018",T20
Super Kings,KKR,Super Kings,5 wickets,Chennai,"Apr 10, 2018",T20
Royals,Daredevils,Royals,10 runs,Jaipur,"Apr 11, 2018",T20
Sunrisers,Mum Indians,Sunrisers,1 wicket,Hyderabad (Deccan),"Apr 12, 2018",T20
RCB,Kings XI,RCB,4 wickets,Bengaluru,"Apr 13, 2018",T20
Mum Indians,Daredevils,Daredevils,7 wickets,Mumbai,"Apr 14, 2018",T20
KKR,Sunrisers,Sunrisers,5 wickets,Kolkata,"Apr 14, 2018",T20
RCB,Royals,Royals,19 runs,Bengaluru,"Apr 15, 2018",T20
Kings XI,Super Kings,Kings XI,4 runs,Mohali,"Apr 15, 2018",T20
KKR,Daredevils,KKR,71 runs,Kolkata,"Apr 16, 2018",T20
Mum Indians,RCB,Mum Indians,46 runs,Mumbai,"Apr 17, 2018",T20
Royals,KKR,KKR,7 wickets,Jaipur,"Apr 18, 2018",T20
Kings XI,Sunrisers,Kings XI,15 runs,Mohali,"Apr 19, 2018",T20
Super Kings,Royals,Super Kings,64 runs,Pune,"Apr 20, 2018",T20
KKR,Kings XI,Kings XI,9 wickets,Kolkata,"Apr 21, 2018",T20
